"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg"
"4388" 2 3 2 2 0.6 170.64758 816251 2 19 4 0 80000 0 4 0 0 0 NA 0 0 0 0 1 1 1 1 1 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2568
"4391" 2 1 1 2 0.25 222.07819 53664 1 19 2 0 1200 NA 3 1 1 0 0 0 0 0 1 24 0 0 1 NA 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2570
"4454" 2 11 5 2 1.33 133.21717 136890 3 19 6 1 3200 1 2 1 1 0 0 0 0 0 1 6 0 0 1 1 1 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2607
"4455" 2 11 5 4 1 182.22949 118274 1 19 6 1 0 0 2 1 1 0 0 0 0 0 0 2 0 0 1 1 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2607
"4458" 2 4 1 2 0.75 182.22949 601802 1 19 2 0 70000 0 4 0 0 0 0 0 0 0 1 5 0 0 1 0 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2610
"4462" 2 11 5 4 1.33 133.21717 301227 1 19 4 1 53000 0 2 0 0 0 0 0 0 0 0 23 0 1 1 0 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2614
"4463" 2 11 5 7 1 252.49763 990611 2 19 4 1 26000 0 2 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2614
"4464" 2 11 5 3 0.75 253.18403 676208 2 19 4 1 120000 0 2 0 0 0 0 0 0 0 0 14 0 1 1 1 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2614
"4465" 2 11 5 7 1 133.21717 471951 2 19 4 1 20000 0 2 0 1 0 0 0 NA 0 0 4 0 1 1 1 1 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2614
"4469" 2 9 3 2 1 151.05413 163501 3 19 5 1 34375 1 2 0 1 0 0 0 0 0 0 4 0 0 1 1 1 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2618
"4481" 2 12 5 2 1.4 13.47395 923771 2 19 5 0 23200 0 4 1 1 0 1 0 0 2 1 17 0 1 1 1 1 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2624
"4490" 2 12 5 2 0.33 182.22949 550327 1 19 4 0 11000 0 2 0 1 0 0 0 0 0 0 6 0 1 1 1 1 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2631
"4494" 2 11 5 2 0.67 182.22949 323247 1 19 2 0 17268 1 4 0 1 0 0 0 0 0 0 8 0 1 0 0 0 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2634
"4495" 2 11 5 3 1.25 151.05413 108252 1 19 2 0 42700 0 4 0 1 0 0 0 0 0 0 6 0 1 0 0 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2634
"4496" 2 11 5 2 1 211.56773 599051 1 19 2 0 20800 0 4 0 1 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2634
"4497" 2 11 5 2 0.5 182.22949 745157 1 19 2 0 33500 0 4 0 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2634
"4502" 2 9 3 2 0.75 219.26141 977884 2 19 5 0 40000 0 2 0 0 0 0 0 0 0 0 12 0 1 1 1 0 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2637
"4503" 2 9 3 2 0.75 151.05413 142179 2 19 5 0 44800 0 2 0 0 0 0 0 0 0 0 4 0 1 1 1 1 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2637
"4504" 2 9 3 2 0.33 151.05413 231382 1 19 2 1 26000 0 2 0 0 0 0 0 0 0 0 20 0 0 1 0 0 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2637
"4554" 2 10 5 2 0.33 182.22949 378385 1 19 7 1 1800 1 2 1 1 0 1 0 0 0 0 18 0 0 1 0 1 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2660
"4555" 2 10 5 1 0.33 219.26141 704343 1 19 7 NA 70000 NA 2 0 0 0 1 NA NA NA NA 10 0 NA 1 NA NA NA 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2660
"4556" 2 10 5 1 0.6 151.05413 127039 1 19 7 1 70000 0 2 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2660
"4557" 2 10 3 2 0.67 211.56773 550541 1 19 4 NA 24000 NA 2 0 1 0 NA NA NA NA NA 5 0 NA 1 NA NA NA 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2661
"4558" 2 10 3 2 1 219.26141 560361 1 19 4 1 45000 0 2 0 0 0 NA 0 0 0 1 4 0 1 1 1 0 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2661
"4559" 2 10 3 2 0.33 182.22949 604388 1 19 4 NA 27000 NA 2 0 0 0 NA NA NA NA NA 1 0 NA 1 NA NA NA 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2661
"4560" 2 10 3 2 0.67 211.56773 772860 1 19 4 1 14400 1 2 0 1 0 0 0 0 0 0 12 0 1 1 1 0 0 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2662
"4561" 2 11 5 2 1.33 182.22949 136043 1 19 2 0 33000 0 2 0 1 0 0 1 NA 2 1 2 0 0 1 0 1 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 2663
"4577" 2 3 2 2 1.17 214.6458 10005 2 19 2 0 82000 NA 3 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 4081
"4578" 2 3 2 2 0.8 214.6458 805250 1 19 3 0 65000 0 4 0 0 0 0 0 0 0 0 1 1 0 0 NA 1 1 0 0.8 0.09 0.61 0.64 0.07 0.87 0.2 0.43 0 0.35 0.56 0 0.15 11.76 0.01 0.05 0.23 0.14 0.25 0.05 4081
"4632" 2 6 3 1 0.75 206.34971 387712 2 20 2 1 125000 NA 3 0 0 0 0 0 0 0 1 2 0 1 0 1 0 1 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2700
"4633" 2 6 3 1 0.33 206.34971 589814 1 20 4 NA 25000 NA 3 0 0 0 0 NA NA NA NA 42 0 NA 0 NA NA NA 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2700
"4634" 2 6 3 1 0.33 206.34971 629543 1 20 3 1 94540 NA 3 0 0 0 0 0 0 0 0 17 0 1 0 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2700
"4635" 2 6 3 1 0.5 240.83153 104467 1 20 4 1 22901 NA 3 0 1 0 0 0 0 0 0 7 0 0 0 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2700
"4644" 2 10 5 1 1 173.40687 810873 2 20 7 1 37360 0 4 0 0 0 0 0 0 1 0 8 0 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2705
"4653" 2 1 1 1 0.67 178.37627 67764 2 20 2 0 75000 NA 3 0 0 0 0 0 0 0 0 4 0 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2709
"4672" 2 7 2 1 0.2 184.45101 666511 1 20 3 0 75000 0 2 0 0 1 0 0 0 0 0 5 0 1 1 1 1 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2721
"4677" 2 5 1 1 0.5 206.8277 445443 1 20 2 NA 47134 NA 4 0 0 0 0 NA NA NA NA 12 0 NA 1 NA NA NA 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2725
"4689" 2 11 5 1 0.67 155.35095 929135 1 20 7 1 71400 0 2 0 0 0 0 1 0 1 1 18 0 1 1 0 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2730
"4690" 2 11 5 1 0.5 206.8277 130596 1 20 7 0 16000 0 2 0 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2730
"4691" 2 11 5 1 1.33 173.40687 168814 2 20 7 1 40000 0 2 0 0 0 0 0 0 0 0 10 0 1 1 0 0 1 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2730
"4692" 2 11 5 1 1.25 173.40687 187230 1 20 7 NA 162000 NA 2 0 0 0 0 NA NA NA NA 4 0 NA 1 NA NA NA 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2730
"4715" 2 3 1 1 0.4 262.16012 480557 1 20 3 0 80100 0 4 0 0 0 NA 0 0 0 0 2 0 1 1 1 1 1 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2742
"4720" 2 11 5 1 0.4 173.40687 101801 1 20 2 NA 5000 NA 2 1 1 0 0 NA NA NA NA 5 0 NA 1 NA NA NA 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2746
"4728" 2 8 5 1 0.33 206.8277 986867 1 20 5 NA 0 NA 4 1 1 0 0 NA NA NA NA 3 0 NA 0 NA NA NA 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2750
"4754" 2 3 1 1 0.8 173.40687 17300 1 20 3 NA 47881 0 4 0 0 0 0 0 0 0 1 5 0 1 1 1 0 1 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2769
"4755" 2 3 1 1 0.8 173.40687 913071 1 20 2 1 134076 NA 3 0 0 0 0 0 0 0 0 44 0 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2769
"4756" 2 3 1 1 0.8 178.37627 246500 2 20 3 1 58200 0 4 0 0 0 0 0 0 0 NA 11 0 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2769
"4757" 2 5 2 5 2 169.7783 357169 1 20 2 NA 96400 NA 3 0 0 NA NA NA NA NA NA 17 NA NA 1 NA NA NA NA 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2770
"4761" 2 6 2 1 0.5 262.16012 994711 1 20 3 1 95000 0 4 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2773
"4797" 2 7 2 1 0.25 206.8277 88381 1 20 3 0 201000 0 2 0 0 0 0 0 0 0 0 9 0 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2800
"4798" 2 7 2 1 0.75 206.8277 514211 1 20 4 0 15800 0 2 0 1 0 0 1 0 1 1 2 0 0 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2800
"4799" 2 7 2 4 0.5 262.16012 730719 1 20 4 0 59000 0 2 0 0 0 0 0 0 0 0 10 1 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2800
"4800" 2 7 2 1 0.33 262.16012 350981 1 20 2 0 10800 1 2 0 1 0 0 0 0 0 0 57 0 1 1 0 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2800
"4822" 2 1 1 1 0.71 178.37627 627449 1 20 2 1 110000 NA 3 0 0 0 0 0 0 0 0 5 0 1 1 1 0 0 0 0 0.04 0.37 0.87 0.08 0.87 0.12 0.26 0 0.49 0.91 0.04 0.4 12.71 0.02 0.02 0.07 0.02 0.14 0.07 2809
"4904" 2 1 2 1 0.83 193.25878 609798 1 21 2 0 176800 NA 3 0 0 0 0 0 0 0 0 32 0 1 1 1 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2858
"4946" 2 9 2 4 1 178.17058 498648 1 21 3 NA 0 NA 2 1 1 0 0 NA NA NA NA 0 0 NA 1 NA NA NA 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2888
"4947" 2 9 2 1 1.5 139.50704 511754 1 21 3 NA 23000 NA 2 0 1 0 0 NA NA NA NA 9 0 NA 1 NA NA NA 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2888
"4948" 2 9 2 1 0.67 206.50083 30326 1 21 4 0 165000 0 2 0 0 0 0 0 0 0 0 2 0 1 1 1 1 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2888
"4949" 2 9 2 1 0.5 178.17058 666421 1 21 4 NA 4800 NA 2 1 1 0 0 NA NA NA NA 11 0 NA 1 NA NA NA 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2888
"4964" 2 3 1 1 0.2 206.50083 947175 1 21 2 0 22901 1 4 0 0 0 NA 0 0 0 0 43 0 1 1 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2897
"5016" 2 7 2 1 0.25 213.72654 510603 1 21 3 1 8400 0 2 1 1 0 0 0 0 0 0 14 0 1 1 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2921
"5017" 2 7 2 1 0.67 206.50083 499313 1 21 2 1 11040 0 2 1 1 0 0 0 0 0 0 2 0 1 1 1 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2921
"5018" 2 7 2 1 0.25 178.17058 677929 1 21 3 0 16130 0 2 0 1 0 0 0 0 0 0 14 1 1 1 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2921
"5019" 2 7 2 1 0.33 217.49388 877241 1 21 3 0 38500 0 2 0 0 0 0 1 1 0 1 13 1 1 1 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2921
"5024" 2 8 2 1 0.25 178.17058 916614 1 21 2 1 37000 0 2 0 0 0 0 0 0 0 1 8 0 1 1 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2923
"5027" 2 5 1 4 0.75 213.72654 35092 2 21 3 0 60000 0 4 0 0 0 0 0 0 0 0 3 0 1 1 NA 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2926
"5028" 2 3 1 5 0.83 193.25878 146005 1 21 2 0 72800 NA 3 0 0 0 0 0 0 0 0 10 0 1 1 0 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2927
"5029" 2 3 1 1 1.25 176.79071 983330 2 21 3 0 11700 0 4 1 1 0 0 0 0 0 0 3 0 1 1 NA 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2927
"5051" 2 5 1 1 0.6 176.79071 54867 1 21 2 0 26000 0 4 0 1 0 0 0 0 0 0 6 0 1 1 1 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2939
"5066" 2 7 2 1 0.25 178.17058 655272 1 21 4 1 7500 0 2 1 1 0 0 0 0 0 0 22 0 1 1 1 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2949
"5067" 2 7 2 1 0.25 213.72654 660383 1 21 3 0 30000 0 2 0 0 0 0 0 0 0 1 5 0 1 1 1 1 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2949
"5068" 2 6 2 1 0.25 213.72654 619439 1 21 3 0 38000 0 4 0 0 0 0 0 0 0 1 30 0 1 1 1 1 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2950
"5073" 2 7 2 1 0.5 178.17058 85424 1 21 4 0 9800 0 2 1 1 0 0 0 0 0 1 19 0 1 1 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2954
"5074" 2 12 5 1 0.33 213.72654 815588 1 21 2 1 15600 1 4 0 1 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2955
"5075" 2 12 5 3 0.5 213.72654 223591 1 21 2 1 10000 NA 4 1 1 0 0 0 0 0 0 17 0 1 0 1 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2955
"5076" 2 12 5 1 0.33 178.17058 394900 1 21 2 1 15687 0 4 0 1 0 0 0 0 0 1 4 0 1 0 1 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2955
"5099" 2 1 1 4 1.5 176.79071 617451 2 21 2 1 34560 0 4 0 1 0 NA 0 0 0 0 6 0 1 1 0 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2969
"5129" 2 11 5 3 0.67 213.72654 819328 1 21 5 1 1000 0 2 1 1 NA NA 0 0 0 0 22 0 1 0 1 0 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2986
"5130" 2 11 5 1 0.33 178.17058 653579 1 21 5 NA 42000 NA 2 0 0 NA NA NA NA NA NA 17 0 NA 0 NA NA NA 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2986
"5131" 2 11 5 4 4 254.20311 300961 1 21 5 0 34000 NA 2 0 1 NA NA 1 1 0 1 10 1 0 0 0 1 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2986
"5145" 2 8 2 1 0.33 178.17058 198351 1 21 2 NA 30000 0 2 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2993
"5152" 2 10 5 1 0.8 176.79071 893734 1 21 4 0 104000 0 2 0 0 0 0 0 0 1 1 5 0 1 0 1 1 1 0 0.01 0.02 0.64 0.82 0.08 0.82 0.24 0.44 0 0.28 0.9 0.02 0.28 12.71 0.02 0.03 0.08 0.05 0.1 0.04 2997
"5161" 2 3 1 1 1 175.3131 161814 1 22 2 1 45000 NA 3 0 0 0 0 0 0 NA 1 20 0 1 1 1 0 0 0 0.02 0.18 0.58 0.86 0.12 0.81 0.25 0.46 0 0.44 0.8 0.09 0.27 12.47 0.06 0.08 0.11 0.06 0.15 0.02 3004
"5162" 2 3 1 1 0.8 178.59407 764061 3 22 3 1 55000 0 4 0 0 0 0 0 0 0 0 6 0 1 1 1 0 0 0 0.02 0.18 0.58 0.86 0.12 0.81 0.25 0.46 0 0.44 0.8 0.09 0.27 12.47 0.06 0.08 0.11 0.06 0.15 0.02 3004
"5200" 2 3 1 1 0.6 175.32631 565664 1 22 3 0 12480 NA 3 1 1 0 0 0 0 0 0 41 0 1 1 1 0 1 0 0.02 0.18 0.58 0.86 0.12 0.81 0.25 0.46 0 0.44 0.8 0.09 0.27 12.47 0.06 0.08 0.11 0.06 0.15 0.02 3025
"5201" 2 3 1 1 0.67 287.53622 555467 3 22 2 0 33700 0 4 0 1 0 0 0 0 0 0 6 0 1 1 1 0 0 0 0.02 0.18 0.58 0.86 0.12 0.81 0.25 0.46 0 0.44 0.8 0.09 0.27 12.47 0.06 0.08 0.11 0.06 0.15 0.02 3025
"5213" 2 2 1 1 0.44 178.59407 166433 1 22 3 0 11784 NA 4 1 1 0 0 NA NA NA NA 30 0 1 1 1 0 1 0 0.02 0.18 0.58 0.86 0.12 0.81 0.25 0.46 0 0.44 0.8 0.09 0.27 12.47 0.06 0.08 0.11 0.06 0.15 0.02 3033
"5218" 2 6 2 1 0.33 230.95033 204449 1 22 2 0 40000 0 4 0 0 0 0 1 1 2 1 3 0 1 1 1 1 1 0 0.02 0.18 0.58 0.86 0.12 0.81 0.25 0.46 0 0.44 0.8 0.09 0.27 12.47 0.06 0.08 0.11 0.06 0.15 0.02 3035
"5219" 2 6 2 1 0.5 178.59407 437202 1 22 3 0 48000 0 4 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.02 0.18 0.58 0.86 0.12 0.81 0.25 0.46 0 0.44 0.8 0.09 0.27 12.47 0.06 0.08 0.11 0.06 0.15 0.02 3035
