"y" "defects" "poor" "race" "floor" "dist" "bldg"
"3724" 0 0 3 1 2 16 2188
"3725" 0 0 2 1 4 16 2188
"3726" 0 0 1 1 4 16 2188
"3727" 0 0 2 1 3 16 2188
"3728" 0 2 2.07936507936508 1 2 16 2189
"3729" NA 1 4.07936507936508 1 3 16 2189
"3730" 0 0 2.07936507936508 1 3 16 2189
"3731" 1 1 2.07936507936508 2 4 16 2189
"3732" 0 0.188136086071532 2 1 3 16 2190
"3733" 0 0.0828729281767956 2 1 4 16 2191
"3734" 0 0 1 1 1 16 2192
"3735" 0 0 3 1 3 16 2192
"3736" 0 0 3.07936507936508 4 3 16 2193
"3737" 0 1.0828729281768 3 4 3 16 2194
"3738" 0 0.0828729281767956 3 4 3 16 2195
"3739" 0 0 3 1 3 16 2196
"3740" NA 0.985598147819309 1.07936507936508 1 3 16 2197
"3741" NA 0.985598147819309 2.07936507936508 1 5 16 2197
"3742" NA 0.902725219642513 2.07936507936508 1 6 16 2198
"3743" 0 1 2 1 5 16 2199
"3744" 0 0.0828729281767956 3.07936507936508 1 2 16 2200
"3745" 0 0.0828729281767956 2 1 3 16 2201
"3746" 0 0.0828729281767956 2 1 4 16 2201
"3747" 1 2 2.07936507936508 3 2 16 2202
"3748" 0 0 3 3 2 16 2203
"3749" 0 0 2.07936507936508 1 2 16 2204
"3750" 0 0 1.07936507936508 1 4 16 2205
"3751" 0 0 1.07936507936508 1 4 16 2205
"3752" 0 1 2 1 3 16 2206
"3753" NA 0.902725219642513 4.07936507936508 1 4 16 2207
"3754" 0 2 3 1 2 16 2208
"3755" 0 4 2 1 3 16 2208
"3756" NA 2.90272521964251 3.07936507936508 1 4 16 2209
"3757" 0 0 1.07936507936508 5 3 16 2210
"3758" 0 3 2.07936507936508 5 2 16 2211
"3759" NA 0.985598147819309 4.07936507936508 1 4 16 2212
"3760" 1 0 2 2 2 16 2213
"3761" 0 0 1 7 3 16 2213
"3762" 0 3 2 7 4 16 2213
"3763" 1 0 2.07936507936508 1 4 16 2214
"3764" 0 0 2.07936507936508 1 5 16 2214
"3765" 0 0.0828729281767956 2.07936507936508 1 2 16 2215
"3766" 1 3 2 1 4 16 2216
"3767" 1 3 2 1 5 16 2216
"3768" 0 1 1 1 2 16 2216
"3769" 0 0 2 7 3 16 2216
"3770" 0 0 2 1 2 16 2217
"3771" 0 2 2 1 3 16 2217
"3772" 0 1 2 1 4 16 2217
"3773" 0 2 1.07936507936508 1 2 16 2218
"3774" 0 0 6 1 2 16 2219
"3775" 0 0 5 1 2 16 2219
"3776" 0 0 4 1 3 16 2219
"3777" 0 0 2 1 3 16 2219
"3778" 0 0.0828729281767956 3 1 4 16 2220
"3779" 0 0.0828729281767956 1 1 2 16 2220
"3780" 0 1 2 1 3 16 2221
"3781" NA 0.985598147819309 2.07936507936508 1 4 16 2222
"3782" 1 1 3.07936507936508 1 5 16 2223
"3783" 0 0 3 1 4 16 2224
"3784" 1 1 3.07936507936508 1 5 16 2225
"3785" 0 0 2 2 3 16 2226
"3786" 1 0.0828729281767956 2 2 1 16 2227
"3787" 0 0.0828729281767956 3 2 3 16 2227
"3788" 0 1 3 1 4 16 2228
"3789" 0 0 3 1 3 16 2229
"3790" 0 0 3 1 5 16 2230
"3791" NA 0 3 1 5 16 2230
"3792" 0 1 2 1 4 16 2231
"3793" 1 0 1.07936507936508 1 2 16 2232
"3794" 0 0 3 4 2 16 2233
"3795" 1 0 5 5 2 16 2233
"3796" 1 1 4 1 2 16 2233
"3797" 0 1 3 1 4 16 2234
"3798" 0 0 3 1 5 16 2234
"3799" 0 1 3 1 5 16 2234
"3800" 0 4 3 1 5 16 2234
"3801" 1 0 1 1 2 16 2235
"3802" 1 3 2 1 3 16 2235
"3803" NA 0.985598147819309 2.07936507936508 3 2 16 2236
"3804" NA 0.985598147819309 3.07936507936508 1 2 16 2237
"3805" NA 0.985598147819309 2.07936507936508 1 3 16 2237
"3806" 0 0.0828729281767956 2.07936507936508 2 2 16 2238
"3807" 0 1.0828729281768 3 1 3 16 2239
"3808" 0 1 2 1 5 16 2240
"3809" 0 2 2 1 1 16 2240
"3810" NA 1.5 3 1 3.66666666666667 16 2240
"3811" NA 1.5 5 1 5 16 2240
"3812" 0 0 1.07936507936508 7 2 16 2241
"3813" 0 0.0828729281767956 1.07936507936508 1 3 16 2242
"3814" 0 0 5 1 3 16 2243
"3815" 0 0 4 1 4 16 2243
"3816" 0 4 4 1 5 16 2243
"3817" 0 1 4 1 4 16 2244
"3818" 0 1.06113537117904 4 5 4 16 2245
"3819" 0 5.0828729281768 4 1 4 16 2246
"3820" 0 2 2 1 4 16 2247
"3821" 1 4 4 1 4 16 2248
"3822" 1 3 3 3 4 16 2249
"3823" 1 4 4 3 5 16 2249
"3824" 0 5 4 4 5 16 2250
"3825" 1 1 2.07936507936508 4 4 16 2251
"3826" 1 1 2.07936507936508 1 4 16 2251
"3827" NA 0.902725219642513 2.07936507936508 1 2 16 2252
"3828" NA 0.902725219642513 3.07936507936508 4 3 16 2253
"3829" 0 0.0828729281767956 3 1 3 16 2254
"3830" 0 1.0828729281768 4 1 2 16 2255
"3831" NA 1.0828729281768 2 1 3 16 2255
"3832" 0 0 3 1 2 16 2256
"3833" 0 0 2 1 3 16 2256
"3834" 0 0 3 1 4 16 2256
"3835" 0 0 2 1 5 16 2256
"3836" 1 0.0828729281767956 2.07936507936508 1 2 16 2257
"3837" 1 0 5 3 4 16 2258
"3838" 1 0 5 3 4 16 2258
"3839" 1 0 4 1 4 16 2258
"3840" NA 0 2 1 3 16 2259
"3841" 0 0 2 1 5 16 2259
"3842" NA 0 2 1 5 16 2259
"3843" 0 0 2 1 2 16 2259
"3844" 0 0.0828729281767956 2.07936507936508 1 2 16 2260
"3845" 0 1 3.07936507936508 1 3 16 2261
"3846" 0 2 3 2 3 16 2262
"3847" 0 0 3 1 4 16 2263
"3848" 0 2 3 1 2 16 2264
"3849" 1 4 2 5 5 16 2265
"3850" 1 4 5 3 5 16 2265
"3851" 1 1 2.07936507936508 1 2 16 2266
"3852" 1 0 1 1 1 16 2267
"3853" 0 0 1 4 2 16 2267
"3854" 0 0 4 3 2 16 2267
"3855" 0 4.0828729281768 4 4 3 16 2268
"3856" 0 1 3.07936507936508 1 3 16 2269
"3857" 0 1.06113537117904 3 1 5 16 2270
"3858" 0 0 1.07936507936508 1 2 16 2271
"3859" 0 0 2.07936507936508 1 2 16 2271
"3860" 0 0 4 2 2 16 2272
"3861" 0 0 5 2 2 16 2273
"3862" 0 0 5 2 2 16 2273
"3863" 0 0 6 2 2 16 2274
"3864" 0 0.0828729281767956 2.07936507936508 2 4 16 2275
"3865" 0 0.0828729281767956 2 1 2 16 2276
"3866" 0 2 3 1 3 16 2277
"3867" 0 3 3 7 3 16 2278
"3868" 0 1 3 2 4 16 2279
"3869" 0 3 4 4 4 16 2280
"3870" 0 0.105263157894737 1.07936507936508 1 2 16 2281
"3871" 0 4 3 1 3 16 2282
"3872" 0 0 3 1 4 16 2282
"3873" NA 1.33333333333333 5 1 4 16 2282
"3874" 0 0 3 1 4 16 2282
"3875" 0 0 3 1 1 16 2283
"3876" 0 0 2 1 2 16 2283
"3877" 0 0 2 1 3 16 2283
"3878" 0 0 2 1 5 16 2284
"3879" 0 1 4 1 3 16 2285
"3880" 0 3 4 1 3 16 2285
"3881" 0 2 6 5 4 16 2285
"3882" 0 2 4 1 4 16 2285
"3883" 1 0 5.33333333333333 3 5 16 2286
"3884" 1 2 6 2 6 16 2286
"3885" 1 3.33333333333333 6 2 6 16 2286
"3886" 1 5 5 3 6 16 2286
"3887" 0 4 7 3 3 16 2287
"3888" 0 1 7 2 3 16 2288
"3889" 1 2 6 1 3 16 2288
"3890" 0 1 6 2 3 16 2288
"3891" 0 1 6 2 7 16 2288
"3892" 0 4 5 2 7 16 2289
"3893" 0 1 6 2 7 16 2289
"3894" 1 1 6 2 3 16 2289
"3895" 1 5 6 2 4 16 2289
"3896" 1 5 6 2 4 16 2290
"3897" 1 2 6 3 4 16 2290
"3898" 0 4 4 2 2 16 4117
"3899" 1 3 5 3 4 16 4117
"3900" 1 7 3 2 4 16 4117
"3901" 0 0 1.06338028169014 1 3 17 2291
"3902" 0 2 3.06338028169014 1 2 17 2292
"3903" 0 2 2.06338028169014 2 1 17 2293
"3904" 0 1 1.06338028169014 5 2 17 2294
"3905" 0 0.134615384615385 2.06338028169014 1 2 17 2295
"3906" 0 0 1.06338028169014 1 2 17 2296
"3907" 0 0 1.06338028169014 1 7 17 2297
"3908" 0 0 1.06338028169014 1 7 17 2297
"3909" 0 0 1.06338028169014 1 7 17 2298
"3910" 0 1 2 1 3 17 2299
"3911" 0 3 2 3 3 17 2299
"3912" 1 2 2 1 4 17 2299
"3913" 0 0 1.06338028169014 1 2 17 2300
"3914" 0 0 3 1 5 17 2301
"3915" 0 0 2 1 6 17 2301
"3916" 0 0 2 4 7 17 2301
"3917" 0 0 2 1 2 17 2301
"3918" 0 1 2 5 3 17 2302
"3919" 0 0 3 5 2 17 2302
"3920" 0 0 4 5 3 17 2302
"3921" 0 1 3 5 1 17 2303
"3922" NA 0.94361501465701 1.06338028169014 4 2 17 2304
"3923" 1 0 2.06338028169014 5 2 17 2305
"3924" 0 0 2.06338028169014 3 4 17 2305
"3925" 1 1.13461538461538 2 5 2 17 2306
"3926" 0 1.22660098522167 2.06338028169014 5 3 17 2307
"3927" 1 0 1.06338028169014 3 3 17 2308
"3928" 0 0 1.06338028169014 2 2 17 2309
"3929" 0 0 1.06338028169014 3 2 17 2309
"3930" 0 2 2.06338028169014 2 2 17 2310
"3931" 0 0 1.06338028169014 3 2 17 2310
"3932" 0 0 2 4 3 17 2311
"3933" 0 0 1 4 2 17 2311
"3934" 0 0 3 1 2 17 2311
"3935" 0 0.134615384615385 3 4 3 17 2312
"3936" 0 0 2 3 2 17 2313
"3937" 0 1 3 1 3 17 2313
"3938" 0 0 2 1 2 17 2313
"3939" 0 0 1.06338028169014 5 2 17 2314
"3940" 0 0 3 5 2 17 2315
"3941" 0 1 1 5 3 17 2315
"3942" 0 0.134615384615385 2.06338028169014 1 2 17 2316
"3943" 0 0 2 7 2 17 2317
"3944" NA 1.07823039927239 4.06338028169014 4 3 17 2318
"3945" 0 1 3 1 2 17 2319
"3946" 1 1 2 1 3 17 2319
"3947" 0 0 3 3 1 17 2320
"3948" NA 0.94361501465701 3.06338028169014 1 3 17 2321
"3949" 0 0 4 5 2 17 2322
"3950" 0 0 4 5 3 17 2322
"3951" 0 0 2 5 3 17 2322
"3952" 0 1 2 4 4 17 2323
"3953" 0 1 3 3 5 17 2323
"3954" 0 1 5 3 2 17 2324
"3955" 1 3 4 3 4 17 2325
"3956" 0 0 4 1 3 17 2326
"3957" 0 0 4 5 4 17 2327
"3958" 1 2 3 5 4 17 2328
"3959" 0 1 2.06338028169014 4 2 17 2329
"3960" 0 4 4 1 4 17 2330
"3961" 0 0.134615384615385 1.06338028169014 4 2 17 2331
"3962" 0 0 2.06338028169014 3 2 17 2332
"3963" 0 0 1.06338028169014 3 3 17 2332
"3964" 0 0 1.06338028169014 1 2 17 2332
"3965" NA 1.07823039927239 1.06338028169014 1 2 17 2333
"3966" 0 1.13461538461538 2.06338028169014 1 2 17 2334
"3967" 0 0 3 2 4 17 2335
"3968" 0 0 4 1 4 17 2335
"3969" 0 0.134615384615385 1.06338028169014 1 3 17 2336
"3970" 0 0 2 5 2 17 2337
"3971" 1 0 4 5 3 17 2337
"3972" 0 0 2 5 2 17 2337
"3973" 0 2.13461538461538 3 1 4 17 2338
"3974" 0 2.13461538461538 3 1 3 17 2339
"3975" 0 1 2 1 4 17 2340
"3976" 1 1 1.06338028169014 3 2 17 2341
"3977" 0 0 3 4 4 17 2342
"3978" 1 6 4 4 3 17 2343
"3979" 0 3.5 4 4 2 17 2343
"3980" 1 7.5 3 4 3 17 2343
"3981" 0 1 4 5 3 17 2344
"3982" 0 1 3 5 1 17 2344
"3983" NA 0.94361501465701 1.06338028169014 5 1 17 2345
"3984" 0 2 2.06338028169014 5 1 17 2346
"3985" 1 1 4 5 3 17 2347
"3986" 1 0 2 5 3 17 2347
"3987" 0 1 3 5 3 17 2347
"3988" 0 0 3 1 2 17 2347
"3989" 0 0 3 1 2 17 2348
"3990" 0 0 3 1 2 17 2348
"3991" NA 4 3 1 3 17 2349
"3992" 0 1 3 1 3 17 2350
"3993" NA 1.94361501465701 1.06338028169014 1 2 17 2351
"3994" NA 1.94361501465701 3.06338028169014 3 3 17 2351
"3995" 1 0 3 5 3 17 2352
"3996" 0 0 4 5 2 17 2352
"3997" 1 1 3 5 3 17 2353
"3998" 1 1 5 5 3 17 2353
"3999" 1 0 5 5 4 17 2354
"4000" 0 0 4 5 4 17 2354
"4001" NA 1.07823039927239 2.06338028169014 5 3 17 2355
"4002" 0 1 2 5 3 17 2356
"4003" 0 0 2.06338028169014 1 3 17 2357
"4004" 0 0 2.06338028169014 1 3 17 2357
"4005" 0 2 2.06338028169014 1 4 17 2357
"4006" 0 0.333333333333333 2.06338028169014 1 4 17 2357
"4007" 1 1 4 5 2 17 2358
"4008" 0 0 1 5 2 17 2358
"4009" NA 0.94361501465701 2.06338028169014 5 3 17 2359
"4010" NA 0.94361501465701 4.06338028169014 5 4 17 2359
"4011" 0 0.134615384615385 2 1 4 17 2360
"4012" NA 0 1.06338028169014 1 2 17 2361
"4013" 0 0 2.06338028169014 3 2 17 2361
"4014" 0 1 3 1 3 17 2362
"4015" 0 0 6 1 3 17 2362
"4016" 0 1 3 1 4 17 2362
"4017" 0 0 3 1 4 17 2362
"4018" 0 1 1.06338028169014 3 2 17 2363
"4019" NA 0.94361501465701 2.06338028169014 3 3 17 2364
"4020" 1 0 2 4 4 17 2365
"4021" 0 0.134615384615385 2.06338028169014 5 2 17 2366
"4022" 1 1 1 5 2 17 2367
"4023" 1 3 3 5 3 17 2367
"4024" 0 3 3 1 2 17 2368
"4025" 0 0 3 5 5 17 2369
"4026" 0 3 1 2 6 17 2369
"4027" NA 1.5 3 1 5 17 2369
"4028" NA 1.5 2 1 7 17 2369
"4029" 0 1 2 5 2 17 2370
"4030" 0 1 3 5 3 17 2370
"4031" NA 3 4 4 2 17 2371
"4032" 1 3 5 3 2 17 2371
"4033" 1 3 5 4 3 17 2371
"4034" 1 3 5 4 3 17 2371
"4035" 0 2 2 1 2 17 2372
"4036" 0 0 2 5 3 17 2372
"4037" 0 2 2 1 4 17 2372
"4038" NA 1.33333333333333 2 1 5 17 2372
"4039" 1 7 4 4 4 17 2373
"4040" 1 7 7 4 3 17 2373
"4041" 1 5 4 4 2 17 2373
"4042" 0 1.13461538461538 3 3 3 17 2374
"4043" 0 2.13461538461538 2 3 4 17 2374
"4044" 0 2 3 5 2 17 2375
"4045" 0 2 5 5 2 17 2375
"4046" 0 1.04347826086957 3 3 4 17 2376
"4047" 0 0 4 7 2 17 2377
"4048" 1 5 5 3 2 17 2377
"4049" 0 1 3 1 2 17 2378
"4050" 0 0.432176360225141 3 1 3 17 2379
"4051" 0 0 3 1 2 17 2380
"4052" 0 0 3 1 2 17 2381
"4053" 0 1 5 3 2 17 2382
"4054" 0 0 3 4 3 17 2383
"4055" 1 1 4 1 3 17 2383
"4056" NA 0.5 2 1 4 17 2383
"4057" 0 1 3 1 3 17 2384
"4058" 0 1 6 5 3 17 2384
"4059" 0 1 5 1 4 17 2384
"4060" 0 0 3 1 4 17 2384
"4061" 0 0 2.06338028169014 1 2 17 2385
"4062" 0 5 4.06338028169014 1 2 17 2386
"4063" 0 1 3 5 5 17 2387
"4064" 0 0 2 1 2 17 2388
"4065" 1 1 3 5 3 17 2388
"4066" 1 0.134615384615385 2.06338028169014 3 2 17 2389
"4067" NA 1.07823039927239 2.06338028169014 1 3 17 2390
"4068" NA 1.07823039927239 2.06338028169014 1 2 17 2391
"4069" NA 1.07823039927239 3.06338028169014 2 2 17 2392
"4070" 0 1 3.06338028169014 3 1 17 2393
"4071" 0 0 1 3 2 17 2394
"4072" 0 1 2 3 3 17 2394
"4073" 0 2 4 4 2 17 2395
"4074" 0 0 4 5 3 17 2396
"4075" 0 0 2 5 3 17 2396
"4076" 1 8 3 7 3 17 2397
"4077" 0 1 2 1 2 17 2398
"4078" 0 3 6 1 2 17 2399
"4079" NA 3 5 1 4 17 2399
"4080" NA 0.5 1 1 2 17 2400
"4081" 0 0 2 1 3 17 2400
"4082" 0 1 2 5 4 17 2400
"4083" NA 0.94361501465701 2.06338028169014 1 3 17 2401
"4084" 0 1 5 1 5 17 2402
"4085" 0 5 1.06338028169014 1 6 17 2403
"4086" 1 0 5 4 2 17 2404
"4087" 1 0 1.06338028169014 4 3 17 2405
"4088" 0 2 3 4 2 17 2406
"4089" 1 1 2 4 2 17 2406
"4090" 1 7 3 3 3 17 2406
"4091" 1 6 2 4 4 17 2406
"4092" 1 0 3 1 7 17 2407
"4093" 1 1 3 1 7 17 2407
"4094" 0 0 3 1 7 17 2407
"4095" 0 3 2 1 3 17 2408
"4096" 0 0 4 4 4 17 2408
"4097" 0 1 1 5 2 17 2408
"4098" 1 1 3 5 3 17 2408
"4099" 0 4 3 1 3 17 2409
"4100" 0 2 3 1 3 17 2409
"4101" 0 3 3 1 3 17 2409
"4102" NA 3 3 1 2 17 2409
"4103" 1 7 4 5 3 17 2410
"4104" 1 7 4 5 4 17 2410
"4105" 1 3 3 4 4 17 2410
"4106" 1 3 4 4 2 17 2411
"4107" 0 2 5 1 1 17 2412
"4108" 0 0 1 3 2 17 2412
"4109" 0 0 4 3 2 17 2412
"4110" 0 0 4 4 3 17 2413
"4111" 1 0 2 1 3 17 2414
"4112" 0 0 4 5 2 17 2414
"4113" 1 1 1 5 2 17 2415
"4114" 0 0 4 5 3 17 2415
"4115" 0 2 3 3 2 17 2416
"4116" 0 0 4 1 2 17 2416
"4117" 1 0 4 3 3 17 2416
"4118" 1 2 5 1 3 17 2417
"4119" NA 1.12170866014196 5.06338028169014 1 3 17 2418
"4120" 0 1 4 2 3 17 2419
"4121" 0 3 3 4 3 17 2419
"4122" 0 0 3 1 4 17 2420
"4123" 0 0 4 4 4 17 2421
"4124" 0 0 3 4 1 17 2421
"4125" 0 0 1.06338028169014 1 2 17 2422
"4126" NA 0.94361501465701 4.06338028169014 1 3 17 2423
"4127" 1 3.13461538461538 5 4 2 17 4088
"4128" 0 2.22119547119547 4 1 3 17 4089
"4129" 1 1 3 2 3 17 4124
"4130" 1 3 2 4 4 17 4125
"4131" 0 3 2 3 4 17 4126
"4132" 1 2 3 3 5 17 4127
"4133" 1 1 1.2 1 2 18 2424
"4134" 1 1 2.2 1 3 18 2425
"4135" 0 2 2.2 1 3 18 2425
"4136" 0 1 1 1 7 18 2426
"4137" 0 0 1 1 7 18 2426
"4138" NA 0.333333333333333 1 1 7 18 2426
"4139" 0 0 4 1 7 18 2426
"4140" 1 8 5 2 4 18 2427
"4141" 0 5 3 2 4 18 2427
"4142" 1 5 6 2 4 18 2427
"4143" 1 0 1.2 2 2 18 2428
"4144" 1 0 2.2 2 2 18 2429
"4145" 0 0 2.2 2 2 18 2430
"4146" 1 0.0654205607476635 5 2 2 18 2431
"4147" 0 0 2.2 2 3 18 2432
"4148" 0 1 2.2 2 3 18 2433
"4149" 0 7.06542056074766 3.2 2 3 18 2434
"4150" 0 0 1.2 2 2 18 2435
"4151" 0 0 1 2 1 18 2436
"4152" 0 1 2 2 3 18 2436
"4153" 0 0 1 2 3 18 2436
"4154" 0 0 1 2 4 18 2437
"4155" 1 2 1 1 4 18 2437
"4156" 1 0 3 1 5 18 2437
"4157" 0 0 1 2 5 18 2437
"4158" 0 5 4 2 4 18 2438
"4159" 0 1 5 2 3 18 2438
"4160" 0 0 6 1 5 18 2439
"4161" 0 0 4 2 5 18 2439
"4162" 1 0 3 4 3 18 2440
"4163" 0 0 1 2 2 18 2440
"4164" 1 2 2 5 3 18 2440
"4165" 0 0 2 1 4 18 2440
"4166" 0 0 3.2 4 2 18 2441
"4167" 1 0 3.2 2 2 18 2442
"4168" 0 0 3 2 5 18 2443
"4169" 0 0.0654205607476635 3.2 6 1 18 2444
"4170" 0 0.0654205607476635 4.2 6 4 18 2444
"4171" 1 1 3 5 4 18 2445
"4172" 1 4 5 5 3 18 2446
"4173" 1 2 3 5 2 18 2446
"4174" 0 1 2 2 2 18 2446
"4175" 0 0 3 5 4 18 2447
"4176" 0 0 5 2 4 18 2447
"4177" 0 0 2 2 4 18 2447
"4178" NA 0 3 4 4 18 2447
"4179" NA 1.66361551248869 4.2 2 5 18 2448
"4180" 1 2 4 4 5 18 2449
"4181" 1 0 3 2 5 18 2449
"4182" 1 3 3 2 5 18 2449
"4183" 0 1 5 2 3 18 2450
"4184" 0 2 4 2 3 18 2451
"4185" 1 1 6 2 3 18 2451
"4186" 0 1 5 2 4 18 2451
"4187" 1 3 5 2 4 18 2451
"4188" 1 4 4 2 4 18 2452
"4189" 0 0 4 2 5 18 2452
"4190" 0 1 2 1 3 18 2453
"4191" 0 0 2.2 1 4 18 2454
"4192" 0 0 4 4 2 18 2455
"4193" 0 3 5 1 2 18 2455
"4194" 1 0 1 2 5 18 2456
"4195" 1 4 4 2 2 18 2456
"4196" 0 4 3 4 2 18 2456
"4197" 0 4 4 2 3 18 2456
"4198" 0 0 3 2 4 18 2457
"4199" 1 0.0654205607476635 2 2 2 18 2458
"4200" 0 1 3 2 3 18 2459
"4201" NA 2.72903607323635 1.2 4 4 18 2460
"4202" 0 2 1 4 2 18 2461
"4203" 0 0 2 7 3 18 2461
"4204" 0 1 1 2 3 18 2461
"4205" 1 3 5 2 3 18 2462
"4206" 0 2 7 2 3 18 2462
"4207" 1 1 7 2 4 18 2462
"4208" 1 1 5 2 3 18 2463
"4209" 1 3 4 6 3 18 2463
"4210" 0 2 5 2 4 18 2464
"4211" 0 2 1.2 2 2 18 2465
"4212" NA 1.77966898462876 3 2 4 18 2466
"4213" 0 0.0654205607476635 3 4 2 18 2467
"4214" 0 2 5 2 4 18 2468
"4215" 0 1 5 2 4 18 2468
"4216" NA 2.66666666666667 5 2 5 18 2468
"4217" 0 5 4 2 5 18 2468
"4218" 0 1 4 1 2 18 2469
"4219" 0 1 3 2 2 18 2469
"4220" 0 4 4 1 3 18 2469
"4221" 1 5 3 2 3 18 2469
"4222" 1 4 3 2 3 18 2470
"4223" 1 5 6 2 2 18 2471
"4224" 1 2 5 2 3 18 2471
"4225" 0 1 4.66666666666667 2 2 18 2472
"4226" 1 5 7 2 2 18 2472
"4227" 1 4 6 2 3 18 2472
"4228" 0 4 7 2 3 18 2472
"4229" 0 2 3 1 5 18 2473
"4230" 0 5 3.2 2 4 18 2474
"4231" 0 4.06542056074766 4 6 3 18 2475
"4232" 0 0.231319178259184 4 2 2 18 2476
"4233" 0 2 3 2 2 18 2477
"4234" 0 1 3 2 4 18 2477
"4235" NA 0.666666666666667 4.33333333333333 2 6 18 2478
"4236" 0 1 4 2 7 18 2478
"4237" 1 1 3 2 7 18 2478
"4238" 0 0 7 1 7 18 2478
"4239" 0 0 6 2 4 18 2479
"4240" NA 0 4 2 5 18 2479
"4241" 1 1.06542056074766 4 2 5 18 2480
"4242" 1 4 4.2 6 2 18 2481
"4243" 1 5 1.2 4 3 18 2482
"4244" 0 0 2 2 4 18 2483
"4245" 1 2 3 4 5 18 2483
"4246" 1 2 2 2 3 18 2484
"4247" 0 0 3 2 2 18 2484
"4248" 1 2 2 2 2 18 2485
"4249" 1 4 3 2 3 18 2486
"4250" 1 5 4 2 2 18 2487
"4251" 0 1.06542056074766 3.2 2 3 18 2488
"4252" 1 4 6 7 4 18 2489
"4253" 0 0 4 2 5 18 2489
"4254" 1 1 1.2 1 2 18 2490
"4255" 0 0 4 1 2 18 2491
"4256" 0 1.06542056074766 4 2 3 18 2492
"4257" 0 1 2 2 4 18 2493
"4258" 1 1 3 2 5 18 2493
"4259" 0 0.0654205607476635 1.2 2 2 18 2494
"4260" 0 1 5 2 4 18 2495
"4261" 1 2 2 2 4 18 2495
"4262" 1 1 4 2 3 18 2496
"4263" 0 3 7 2 4 18 2496
"4264" 0 8 4 2 4 18 2497
"4265" NA 2 3.2 2 2 18 2498
"4266" 0 2 2.2 2 3 18 2498
"4267" NA 1.72903607323635 2.2 2 2 18 2499
"4268" 0 1.06542056074766 2 2 3 18 2500
"4269" 1 1 1 2 2 18 2501
"4270" 0 1 4 2 3 18 2501
"4271" 0 1 3 2 4 18 2502
"4272" 0 0.0654205607476635 3 2 4 18 2503
"4273" 0 3 4 7 5 18 2504
"4274" 1 2 6 2 4 18 2505
"4275" 1 1 4 2 4 18 2506
"4276" 1 2 4 2 4 18 2507
"4277" 0 4 6 2 4 18 2508
"4278" 1 1 6 2 5 18 2509
"4279" NA 3 5 2 2 18 2510
"4280" 0 3 4 2 2 18 2510
"4281" 1 0 4 2 3 18 2511
"4282" 0 1 5 2 3 18 2512
"4283" 0 0 5 2 3 18 2513
"4284" 0 2 3 4 2 18 2514
"4285" 0 0.0654205607476635 2 2 2 18 2515
"4286" NA 3.72903607323635 3.2 2 3 18 2516
"4287" 0 1 3.2 2 2 18 2517
"4288" 0 0 5 2 7 18 2518
"4289" 0 0 5 2 7 18 2518
"4290" 0 1 6 2 7 18 2518
"4291" 1 2 5 3 4 18 2519
"4292" 1 2 6 2 5 18 2520
"4293" 1 2 3 2 2 18 2520
"4294" NA 1.66361551248869 4.2 2 6 18 2521
"4295" 0 0 3.2 1 2 18 2522
"4296" 0 0 1.2 2 2 18 2523
"4297" 1 2 6 2 7 18 2524
"4298" 1 1 4 2 7 18 2524
"4299" 1 0 4 2 7 18 2524
"4300" 1 0 6 2 7 18 2524
"4301" 0 0 6 3 6 18 2525
"4302" 0 2.06779661016949 7 4 6 18 2526
"4303" 0 5.06779661016949 6 2 6 18 2526
"4304" 0 0 5 2 6 18 2527
"4305" 0 2 7 2 8 18 2527
"4306" 0 0 5 2 8 18 2527
"4307" 0 0 6 2 8 18 2527
"4308" 0 2 7 2 8 18 2528
"4309" 1 4 6 3 2 18 2529
"4310" 1 7 5 2 2 18 2530
"4311" 0 3 5 2 3 18 2531
"4312" 1 0 3 2 3 18 2532
"4313" 1 2 6 2 2 18 2533
"4314" 1 2 4 2 2 18 2533
"4315" 1 0 6 2 3 18 2533
"4316" 1 3 7 2 3 18 2533
"4317" 0 0.0654205607476635 3 2 4 18 2534
"4318" 0 4 3 2 4 18 2535
"4319" 1 3.06542056074766 5 4 4 18 2536
"4320" NA 3.06542056074766 4 2 5 18 2536
"4321" 0 1 3 4 1 18 2537
"4322" 1 2 6 2 2 18 2537
"4323" NA 1.72903607323635 3 2 2 18 2538
"4324" NA 1.72903607323635 5 2 2 18 2538
"4325" NA 1.66361551248869 5.2 2 2 18 2539
"4326" NA 1.66361551248869 5.2 2 3 18 2540
"4327" 1 1 3 2 3 18 2541
"4328" 1 5 6 2 3 18 2542
"4329" 0 1 6 2 3 18 2542
"4330" 0 1 6 2 4 18 2543
"4331" 1 1 4 2 4 18 2544
"4332" 1 3 3 2 5 18 2545
"4333" 1 0 3 2 6 18 2546
"4334" 1 5 4 2 3 18 2546
"4335" 0 1 3 1 4 18 2546
"4336" 0 1 5 2 4 18 2547
"4337" 0 1 5 2 3 18 2547
"4338" 1 4 2 2 3 18 2548
"4339" 1 2 6 2 2 18 2549
"4340" 1 0 5 2 2 18 2549
"4341" 0 1 4 2 2 18 2549
"4342" 1 3 5 2 2 18 2550
"4343" 1 6 4 4 3 18 2551
"4344" 1 7 4 3 3 18 2552
"4345" 0 5 4 2 2 18 2553
"4346" 0 1 3 3 2 18 2553
"4347" 1 2 6 2 6 18 2554
"4348" 0 1 7 2 6 18 2554
"4349" 0 1 4 2 7 18 2554
